locale,lat,lng
"St. John the Baptist, Louisiana",30.1118331,-90.4879916
"St. Landry, Louisiana",30.6036535,-92.0665197
"St. Martin, Louisiana",30.2395901,-91.7538817
"St. Mary, Louisiana",29.502976,-91.44346900000001
"St. Tammany, Louisiana",30.4357418,-89.9253233
"Tangipahoa, Louisiana",30.8760151,-90.5120391
"Tensas, Louisiana",32.077218,-91.28910359999999
"Terrebonne, Louisiana",29.2299682,-90.7532809
"Union, Louisiana",30.091512,-90.900064
"Unknown, Louisiana",30.9842977,-91.96233269999999
"Vermilion, Louisiana",29.8601413,-92.38136209999999
"Vernon, Louisiana",31.1320009,-93.17796589999999
"Washington, Louisiana",30.6163073,-92.057063
"Webster, Louisiana",32.7641355,-93.33889169999999
"West Baton Rouge, Louisiana",30.4751202,-91.3276422
"West Carroll, Louisiana",32.7545792,-91.4821482
"West Feliciana, Louisiana",30.8423123,-91.4048249
"Winn, Louisiana",31.91961239999999,-92.6586401
"Androscoggin, Maine",44.19124160000001,-70.17070369999999
"Aroostook, Maine",46.819941,-68.4766064
"Cumberland, Maine",43.796573,-70.2585205
"Franklin, Maine",44.5874877,-68.23160539999999
"Hancock, Maine",44.5291357,-68.2537463
"Kennebec, Maine",44.4499153,-69.7038278
"Knox, Maine",44.517294,-69.21337489999999
"Lincoln, Maine",45.3622301,-68.5050006
"Oxford, Maine",44.1317459,-70.4931557
"Penobscot, Maine",44.4645202,-68.7111394
"Piscataquis, Maine",45.70498569999999,-69.3375071
"Sagadahoc, Maine",43.8171265,-69.7825531
"Somerset, Maine",45.5913402,-69.9999212
"Unknown, Maine",45.1798211,-68.0667161
"Waldo, Maine",44.5125736,-69.07614830000001
"Washington, Maine",44.2735583,-69.3676576
"York, Maine",43.16174830000001,-70.6482581
"Allegany, Maryland",39.6255251,-78.6114999
"Anne Arundel, Maryland",38.9530109,-76.5488232
"Baltimore, Maryland",39.2903848,-76.6121893
"Baltimore city, Maryland",39.2903848,-76.6121893
"Calvert, Maryland",38.49495030000001,-76.5025742
"Caroline, Maryland",38.9105018,-75.8533954
"Carroll, Maryland",39.5423418,-77.0564464
"Cecil, Maryland",39.5739403,-75.94632399999999
"Charles, Maryland",38.5221781,-77.10249019999999
"Dorchester, Maryland",38.4152819,-76.17837390000001
"Frederick, Maryland",39.41426879999999,-77.4105409
"Garrett, Maryland",39.5681243,-79.29021329999999
"Harford, Maryland",39.5838964,-76.3637285
"Howard, Maryland",39.2873463,-76.964306
"Kent, Maryland",39.2713804,-76.1319953
"Montgomery, Maryland",39.1547426,-77.2405153
"Prince Georges, Maryland",38.78492110000001,-76.8720961
"Queen Annes, Maryland",38.9209467,-75.9552162
"Somerset, Maryland",38.0862333,-75.8533954
"St. Marys, Maryland",38.1060259,-76.3637285
"Talbot, Maryland",38.7803973,-76.1319953
"Unknown, Maryland",39.0457549,-76.64127119999999
"Washington, Maryland",39.641762,-77.719993
"Wicomico, Maryland",38.3941813,-75.667356
"Worcester, Maryland",38.1584227,-75.4344727
"Barnstable, Massachusetts",41.7003208,-70.3002024
"Berkshire, Massachusetts",42.311782,-73.1821623
"Bristol, Massachusetts",41.7938406,-71.1448516
"Dukes, Massachusetts",41.4039539,-70.6692655
"Essex, Massachusetts",42.63195820000001,-70.7829315
"Franklin, Massachusetts",42.0834313,-71.396725
"Hampden, Massachusetts",42.0639841,-72.4134167
"Hampshire, Massachusetts",42.3471357,-72.6624209
"Middlesex, Massachusetts",42.467206,-71.2874209
"Nantucket, Massachusetts",41.2834704,-70.099451
"Norfolk, Massachusetts",42.1195426,-71.3250563
"Plymouth, Massachusetts",41.9584457,-70.6672621
"Suffolk, Massachusetts",42.3522866,-71.0504229
"Unknown, Massachusetts",42.4072107,-71.3824374
"Worcester, Massachusetts",42.2625932,-71.8022934
"Alcona, Michigan",44.6727944,-83.60223979999999
"Alger, Michigan",44.12562570000001,-84.1208666
"Allegan, Michigan",42.5291989,-85.8553031
"Alpena, Michigan",45.0616794,-83.4327528
"Antrim, Michigan",44.9730441,-85.1769095
"Arenac, Michigan",43.9973355,-83.67739279999999
"Baraga, Michigan",46.7785433,-88.4890193
"Barry, Michigan",42.5354321,-85.35496499999999
"Bay, Michigan",43.7109732,-84.01674229999999
"Benzie, Michigan",44.678277,-86.2970998
"Berrien, Michigan",42.0320742,-86.7416374
"Branch, Michigan",43.93497259999999,-86.1141045
"Calhoun, Michigan",42.2073905,-85.02334599999999
"Cass, Michigan",41.9299158,-86.0121573
"Charlevoix, Michigan",45.3180632,-85.2584004
"Cheboygan, Michigan",45.64695630000001,-84.4744795
"Chippewa, Michigan",46.3117082,-84.59320939999999
"Clare, Michigan",43.8194703,-84.7686281
"Clinton, Michigan",42.0719866,-83.9716095
"Crawford, Michigan",44.6524316,-84.68974949999999
"Delta, Michigan",42.7265775,-84.6620322
"Dickinson, Michigan",45.9601394,-87.8616098
"Eaton, Michigan",42.5886496,-84.7733325
"Emmet, Michigan",45.6418969,-84.9769067
"Genesee, Michigan",43.0777289,-83.67739279999999
"Gladwin, Michigan",43.9808549,-84.48640069999999
"Gogebic, Michigan",46.3524478,-89.5026496
"Grand Traverse, Michigan",44.687984,-85.52002399999999
"Gratiot, Michigan",43.2836505,-84.68974949999999
"Hillsdale, Michigan",41.9200472,-84.6305101
"Houghton, Michigan",47.12113309999999,-88.5694182
"Huron, Michigan",45.814,-84.75399999999999
"Ingham, Michigan",42.6468943,-84.3542049
"Ionia, Michigan",42.9872547,-85.07111739999999
"Iosco, Michigan",44.3340462,-83.63862259999999
"Iron, Michigan",42.8402262,-84.19164320000002
"Isabella, Michigan",43.598799,-84.8567932
"Jackson, Michigan",42.245869,-84.40134619999999
"Kalamazoo, Michigan",42.2917069,-85.5872286
"Kalkaska, Michigan",44.7352042,-85.18422269999999
"Kent, Michigan",43.0097027,-85.52002399999999
"Keweenaw, Michigan",47.25020259999999,-88.3334456
"Lake, Michigan",43.4501005,-87.22201869999999
"Lapeer, Michigan",43.0514161,-83.31883409999999
"Leelanau, Michigan",45.0821226,-86.07336339999999
"Lenawee, Michigan",41.8433859,-84.01674229999999
"Livingston, Michigan",42.6207951,-83.8473015
"Luce, Michigan",46.5827512,-85.513329
"Mackinac, Michigan",45.8683129,-84.6275658
"Macomb, Michigan",42.6651965,-82.92864279999999
"Manistee, Michigan",44.2444473,-86.324253
"Marquette, Michigan",46.5436199,-87.3953713
"Mason, Michigan",42.5792027,-84.4435845
"Mecosta, Michigan",43.6203054,-85.2264232
"Menominee, Michigan",45.10776269999999,-87.6142737
"Midland, Michigan",43.6155825,-84.2472116
"Missaukee, Michigan",44.366621,-85.02334599999999
"Monroe, Michigan",41.9164343,-83.3977101
"Montcalm, Michigan",43.3057341,-85.1894045
"Montmorency, Michigan",45.07427939999999,-84.1403141
"Muskegon, Michigan",43.2341813,-86.24839209999999
"Newaygo, Michigan",43.4197429,-85.80005059999999
"Oakland, Michigan",42.59219239999999,-83.33618799999999
"Oceana, Michigan",43.6656285,-86.6611083
"Ogemaw, Michigan",44.3270741,-84.1857115
"Osceola, Michigan",43.92572790000001,-85.35496499999999
"Oscoda, Michigan",44.42028879999999,-83.3307974
"Otsego, Michigan",42.4605904,-85.696406
"Ottawa, Michigan",42.95302299999999,-86.0937312
"Presque Isle, Michigan",45.2819607,-83.46583319999999
"Roscommon, Michigan",44.4983504,-84.5919682
"Saginaw, Michigan",43.4194699,-83.9508068
"Sanilac, Michigan",43.4069041,-82.7347142
"Schoolcraft, Michigan",42.11421070000001,-85.63777759999999
"Shiawassee, Michigan",42.949754,-84.1857115
"St. Clair, Michigan",42.8208653,-82.486024
"St. Joseph, Michigan",42.0938577,-86.4895463
"Tuscola, Michigan",43.5301144,-83.5070203
"Unknown, Michigan",42.2780436,-83.7382241
"Van Buren, Michigan",42.2459665,-86.0121573
"Washtenaw, Michigan",42.3076493,-83.8473015
"Wayne, Michigan",42.2814269,-83.3863214
"Wexford, Michigan",44.387157,-85.52002399999999
"Aitkin, Minnesota",46.5330129,-93.7102493
"Anoka, Minnesota",45.1977428,-93.3871758
"Becker, Minnesota",45.3936545,-93.8765076
"Beltrami, Minnesota",48.0370038,-94.82892389999999
"Benton, Minnesota",45.7211058,-93.9732855
"Big Stone, Minnesota",45.4932045,-96.4724
"Blue Earth, Minnesota",43.6375818,-94.10239059999999
"Brown, Minnesota",44.2294379,-94.645035
"Carlton, Minnesota",46.6640011,-92.4248827
"Carver, Minnesota",44.76339429999999,-93.6254404
"Cass, Minnesota",47.2144536,-94.2309171
"Chippewa, Minnesota",47.36714509999999,-94.6155751
"Chisago, Minnesota",45.524828,-92.9550305
"Clay, Minnesota",45.0137081,-93.4700078
"Clearwater, Minnesota",45.4194099,-94.0488721
"Cottonwood, Minnesota",44.6088607,-95.6737122
"Crow Wing, Minnesota",46.2799671,-94.2924998
"Dakota, Minnesota",43.91357989999999,-91.3605035
"Dodge, Minnesota",44.784931,-93.28535300000001
"Douglas, Minnesota",45.9279387,-95.4218815
"Faribault, Minnesota",44.2949636,-93.268827
"Fillmore, Minnesota",43.74857490000001,-92.26822039999999
"Freeborn, Minnesota",43.76579,-93.5641078
"Goodhue, Minnesota",44.4005221,-92.62380279999999
"Grant, Minnesota",45.084411,-92.91049079999999
"Hennepin, Minnesota",45.0208911,-93.5094574
"Houston, Minnesota",43.7632995,-91.5684764
"Hubbard, Minnesota",47.1860527,-94.94114230000001
"Isanti, Minnesota",45.4894008,-93.24760909999999
"Itasca, Minnesota",47.2171841,-95.2048162
"Jackson, Minnesota",43.6207915,-94.9886022
"Kanabec, Minnesota",45.9329034,-93.2883531
"Kandiyohi, Minnesota",45.13194439999999,-94.93138890000002
"Kittson, Minnesota",48.7563083,-96.865445
"Koochiching, Minnesota",48.1816012,-93.648322
"Lac qui Parle, Minnesota",45.000514,-95.90614269999999
"Lake, Minnesota",43.84190359999999,-93.8318949
"Le Sueur, Minnesota",44.4598517,-93.9113634
"Lincoln, Minnesota",46.210243,-94.6408481
"Lyon, Minnesota",44.3981292,-95.89871389999999
"Mahnomen, Minnesota",47.31727490000001,-95.9655384
"Marshall, Minnesota",44.448423,-95.79119159999999
"Martin, Minnesota",43.6266807,-94.479976
"McLeod, Minnesota",44.8440016,-94.315422
"Meeker, Minnesota",45.1353179,-94.5150543
"Mille Lacs, Minnesota",46.2529828,-93.6605345
"Morrison, Minnesota",45.9846475,-94.052545
"Mower, Minnesota",43.6824988,-92.6983868
"Murray, Minnesota",44.0243398,-95.81428849999999
"Nicollet, Minnesota",44.2760774,-94.18746329999999
"Nobles, Minnesota",43.71969319999999,-95.81428849999999
"Norman, Minnesota",47.3416805,-96.5313092
"Olmsted, Minnesota",43.995179,-92.38136209999999
"Otter Tail, Minnesota",46.51894350000001,-95.8935983
"Pennington, Minnesota",47.4835642,-94.4799692
"Pine, Minnesota",46.0983087,-92.80707079999999
"Pipestone, Minnesota",43.9985815,-96.3128117
"Polk, Minnesota",47.6635085,-96.4170534
"Pope, Minnesota",45.5472257,-95.4363717
"Ramsey, Minnesota",45.2611,-93.45
"Red Lake, Minnesota",47.876346,-95.0169401
"Redwood, Minnesota",44.3516109,-95.3102505
"Renville, Minnesota",44.7891264,-95.2116731
"Rice, Minnesota",44.2749995,-93.33889169999999
"Rock, Minnesota",43.6927003,-96.3226072
"Roseau, Minnesota",48.8460926,-95.762766
"Scott, Minnesota",44.6834072,-93.54079089999999
"Sherburne, Minnesota",45.4644612,-93.7298983
"Sibley, Minnesota",44.5502089,-94.15137639999999
"St. Louis, Minnesota",47.7395106,-92.3623921
"Stearns, Minnesota",45.5844792,-94.5865603
"Steele, Minnesota",43.9758523,-93.17796589999999
"Stevens, Minnesota",45.52151180000001,-95.95221780000001
"Swift, Minnesota",48.8533195,-95.2213442
"Todd, Minnesota",46.0307728,-94.8315488
"Traverse, Minnesota",44.3485771,-94.0174617
"Unknown, Minnesota",47.9318158,-89.9861189
"Wabasha, Minnesota",44.3754518,-92.0236059
"Wadena, Minnesota",46.4424614,-95.1361386
"Waseca, Minnesota",44.0770411,-93.50838429999999
"Washington, Minnesota",44.8896877,-92.8577105
"Watonwan, Minnesota",43.9323091,-94.479976
"Wilkin, Minnesota",46.4087398,-96.5018468
"Winona, Minnesota",44.0553908,-91.6663523
"Wright, Minnesota",46.6715593,-93.0074403
"Yellow Medicine, Minnesota",44.7380445,-95.8564864
"Adams, Mississippi",31.5305353,-91.28910359999999
"Alcorn, Mississippi",31.877778,-91.139167
"Amite, Mississippi",31.1683803,-90.8294002
"Attala, Mississippi",33.1683267,-89.62516459999999
"Benton, Mississippi",34.7712669,-89.1705998
"Bolivar, Mississippi",33.6598339,-91.0531635
"Calhoun, Mississippi",33.8839218,-89.3226954
"Carroll, Mississippi",33.5279848,-89.9253233
"Chickasaw, Mississippi",33.8818791,-89.0179332
"Choctaw, Mississippi",32.8294273,-89.1311937
"Claiborne, Mississippi",31.9438205,-90.9438468
"Clarke, Mississippi",32.077218,-88.7108964
"Clay, Mississippi",34.2701035,-88.3372675
"Coahoma, Mississippi",34.3667731,-90.52315610000001
"Copiah, Mississippi",31.9012453,-90.37483540000001
"Covington, Mississippi",31.6732735,-89.5874819
"DeSoto, Mississippi",34.9065453,-89.9626799
"Forrest, Mississippi",31.2148677,-89.28472510000002
"Franklin, Mississippi",33.036293,-90.002815
"George, Mississippi",30.8431226,-88.6723578
"Greene, Mississippi",31.1646163,-88.7108964
"Grenada, Mississippi",33.7690049,-89.8084192
"Hancock, Mississippi",30.3887582,-89.5120084
"Harrison, Mississippi",30.432087,-89.0179332
"Hinds, Mississippi",32.2648353,-90.37483540000001
"Holmes, Mississippi",33.16886600000001,-90.0746767
"Humphreys, Mississippi",33.1677834,-90.52578229999999
"Itawamba, Mississippi",34.2317882,-88.4016041
"Jackson, Mississippi",32.2987573,-90.1848103
"Jasper, Mississippi",32.0810429,-89.1705998
"Jefferson, Mississippi",31.7157817,-90.9820668
"Jefferson Davis, Mississippi",31.58252809999999,-89.81303559999999
"Jones, Mississippi",31.5343241,-89.1705998
"Kemper, Mississippi",32.8018452,-88.7108964
"Lafayette, Mississippi",34.4186994,-89.4742177
"Lamar, Mississippi",31.1699705,-89.4742177
"Lauderdale, Mississippi",32.5208482,-88.5117097
"Lawrence, Mississippi",32.3251443,-89.23283939999999
"Leake, Mississippi",32.8073509,-89.4742177
"Lee, Mississippi",34.2354138,-88.7108964
"Leflore, Mississippi",33.5274427,-90.37483540000001
"Lincoln, Mississippi",31.5359248,-90.52578229999999
"Lowndes, Mississippi",33.473423,-88.4403883
"Madison, Mississippi",32.4618086,-90.1153638
"Marion, Mississippi",32.4173637,-88.6478207
"Marshall, Mississippi",34.7729491,-89.4742177
"Monroe, Mississippi",33.8773585,-88.55653099999999
"Montgomery, Mississippi",33.5274427,-89.62516459999999
"Neshoba, Mississippi",32.6234704,-89.1381155
"Newton, Mississippi",32.3212554,-89.16339289999999
"Noxubee, Mississippi",33.1605608,-88.55653099999999
"Oktibbeha, Mississippi",33.3886689,-88.90306
"Panola, Mississippi",34.4198016,-89.9253233
"Pearl River, Mississippi",30.3928842,-89.6734256
"Perry, Mississippi",31.1673115,-89.0179332
"Pike, Mississippi",31.1704959,-90.37483540000001
"Pontotoc, Mississippi",34.2478831,-88.998673
"Prentiss, Mississippi",31.5985012,-89.8670229
"Quitman, Mississippi",32.0401499,-88.7281
"Rankin, Mississippi",32.2653668,-89.9253233
"Scott, Mississippi",33.5930808,-91.0760049
"Sharkey, Mississippi",32.9860902,-90.8294002
"Simpson, Mississippi",31.9017736,-89.9253233
"Smith, Mississippi",32.0826588,-89.4742177
"Stone, Mississippi",33.541699,-89.26889399999999
"Sunflower, Mississippi",33.5428954,-90.5370327
"Tallahatchie, Mississippi",33.9302578,-90.1869644
"Tate, Mississippi",34.6413971,-89.9626799
"Tippah, Mississippi",34.76880970000001,-88.86469799999999
"Tishomingo, Mississippi",34.6367608,-88.23171029999999
"Tunica, Mississippi",34.6845455,-90.3828769
"Union, Mississippi",32.5715272,-89.1214478
"Walthall, Mississippi",33.6073419,-89.27729099999999
"Warren, Mississippi",32.3989469,-90.7913227
"Washington, Mississippi",31.5787773,-91.29927839999999
"Wayne, Mississippi",31.7130601,-88.7108964
"Webster, Mississippi",33.5707456,-89.28472510000002
"Wilkinson, Mississippi",31.1646163,-91.28910359999999
"Winston, Mississippi",33.1650338,-89.0179332
"Yalobusha, Mississippi",33.9768292,-89.6759101
"Yazoo, Mississippi",32.8078912,-90.37483540000001
"Adair, Missouri",40.2522575,-92.3765782
"Andrew, Missouri",39.9637436,-94.81059549999999
"Atchison, Missouri",40.42389600000001,-95.4777811
"Audrain, Missouri",39.22195300000001,-91.9099238
"Barry, Missouri",36.6345264,-93.8248241
"Bates, Missouri",38.3216754,-94.315422
"Benton, Missouri",37.0978279,-89.5625848
"Bollinger, Missouri",37.2115595,-90.0746767
"Boone, Missouri",39.0468547,-92.38136209999999
"Buchanan, Missouri",39.6349791,-94.81059549999999
"Butler, Missouri",38.2586347,-94.33050589999999
"Caldwell, Missouri",39.6660775,-93.9878427
"Callaway, Missouri",38.8886044,-91.9099238
"Camden, Missouri",39.19723159999999,-94.02300009999999
"Cape Girardeau, Missouri",37.3058839,-89.51814759999999
"Carroll, Missouri",39.5166572,-93.5003454
"Carter, Missouri",36.9073725,-90.9438468
"Cass, Missouri",38.6574448,-94.315422
"Cedar, Missouri",37.7031209,-93.86553029999999
"Chariton, Missouri",39.5301517,-93.0175712
"Christian, Missouri",36.99764400000001,-93.17796589999999
"Clark, Missouri",39.2811499,-92.34267810000001
"Clay, Missouri",39.3176186,-94.479976
"Clinton, Missouri",38.3686324,-93.7782689
"Cole, Missouri",38.5052486,-92.2630393
"Cooper, Missouri",38.8693247,-92.8577105
"Crawford, Missouri",38.0561057,-91.28910359999999
"Dallas, Missouri",37.6853001,-93.0175712
"Daviess, Missouri",39.9949074,-93.9878427
"DeKalb, Missouri",39.8554602,-94.43879
"Dent, Missouri",37.544666,-91.44346900000001
"Douglas, Missouri",36.9708648,-92.49999179999999
"Dunklin, Missouri",36.2364268,-90.055447
"Franklin, Missouri",38.3953601,-91.13530200000001
"Gasconade, Missouri",38.669489,-91.5601667
"Gentry, Missouri",40.3317511,-94.4204795
"Greene, Missouri",37.3311215,-93.5003454
"Grundy, Missouri",40.1743786,-93.5003454
"Harrison, Missouri",40.3219529,-93.9878427
"Henry, Missouri",38.3386592,-93.8248241
"Holt, Missouri",39.4527802,-94.3421687
"Howard, Missouri",39.2064126,-92.6983868
"Howell, Missouri",38.7440518,-90.6129359
"Iron, Missouri",37.5515182,-90.6773046
"Jackson, Missouri",37.3822732,-89.6662063
"Jasper, Missouri",37.3361642,-94.30133599999999
"Jefferson, Missouri",38.5892299,-92.2630393
"Johnson, Missouri",38.6744747,-93.8248241
"Kansas City, Missouri",39.0997265,-94.5785667
"Knox, Missouri",40.2058437,-92.2236667
"Laclede, Missouri",39.78557929999999,-93.1665932
"Lafayette, Missouri",39.0031288,-93.9878427
"Lawrence, Missouri",37.1500679,-93.8248241
"Lewis, Missouri",40.0500853,-91.7538817
"Lincoln, Missouri",38.3908555,-93.3346497
"Linn, Missouri",38.4858749,-91.85045149999999
"Livingston, Missouri",39.8464073,-93.5003454
"Macon, Missouri",39.74225610000001,-92.4726859
"Madison, Missouri",39.4736487,-92.20989879999999
"Maries, Missouri",38.1738674,-91.949021
"Marion, Missouri",39.8464028,-91.63721500000001
"McDonald, Missouri",36.617812,-94.315422
"Mercer, Missouri",40.5113975,-93.5321644
"Miller, Missouri",37.2147751,-93.83993129999999
"Mississippi, Missouri",37.9642529,-91.8318334
"Moniteau, Missouri",38.5827118,-92.5792482
"Monroe, Missouri",39.5508815,-92.0665197
"Montgomery, Missouri",38.9989111,-91.50150090000001
"Morgan, Missouri",38.3661344,-92.8577105
"New Madrid, Missouri",36.5864488,-89.52785469999999
"Newton, Missouri",36.9618494,-94.315422
"Nodaway, Missouri",40.2907281,-94.81059549999999
"Oregon, Missouri",39.9869407,-95.1449753
"Osage, Missouri",38.3853377,-91.9099238
"Pemiscot, Missouri",36.2195399,-89.81303559999999
"Perry, Missouri",39.43115179999999,-91.6751596
"Pettis, Missouri",38.6893153,-93.33889169999999
"Phelps, Missouri",37.8806538,-91.7538817
"Pike, Missouri",39.3964742,-91.28910359999999
"Platte, Missouri",39.34756489999999,-94.7691586
"Polk, Missouri",37.7292042,-93.2993611
"Pulaski, Missouri",37.8727481,-92.2236667
"Putnam, Missouri",40.4744901,-92.97755579999999
"Ralls, Missouri",39.5582351,-91.5983959
"Randolph, Missouri",39.1577814,-94.4955088
"Ray, Missouri",39.3354791,-93.9878427
"Reynolds, Missouri",37.378663,-90.9820668
"Ripley, Missouri",36.6928452,-90.8294002
"Saline, Missouri",39.1943564,-93.17796589999999
"Schuyler, Missouri",40.4857709,-92.49999179999999
"Scotland, Missouri",40.4921465,-92.18432849999999
"Scott, Missouri",37.0394443,-89.62516459999999
"Shannon, Missouri",37.2028249,-91.44346900000001
"Shelby, Missouri",39.8388716,-92.1057549
"St. Charles, Missouri",38.7881062,-90.4974359
"St. Clair, Missouri",38.3475584,-90.9834027
"St. Francois, Missouri",37.8564402,-90.51873599999999
"St. Louis, Missouri",38.6270025,-90.19940419999999
"St. Louis city, Missouri",38.6270025,-90.19940419999999
"Ste. Genevieve, Missouri",37.9786618,-90.0475582
"Stoddard, Missouri",36.8680558,-89.9253233
"Stone, Missouri",37.269224,-89.555949
"Sullivan, Missouri",38.2081045,-91.16042069999999
"Taney, Missouri",36.6576378,-93.0175712
"Texas, Missouri",29.6185669,-95.5377215
"Vernon, Missouri",37.8148489,-94.315422
"Warren, Missouri",39.77365349999999,-91.75655139999999
"Washington, Missouri",38.55810719999999,-91.01208779999999
"Webster, Missouri",37.3483339,-92.8577105
"Worth, Missouri",40.4049921,-94.4441257
"Wright, Missouri",37.3555654,-92.539603
"Beaverhead, Montana",45.2135118,-113.1093046
"Big Horn, Montana",45.3496574,-107.2715769
"Broadwater, Montana",46.2693726,-111.4519716
"Carbon, Montana",45.2820195,-109.100255
"Cascade, Montana",47.2709011,-111.7008948
"Deer Lodge, Montana",46.3990941,-112.7383721
"Flathead, Montana",48.424152,-114.15315
"Gallatin, Montana",45.5388865,-111.1194231
"Glacier, Montana",48.5217475,-112.919665
"Golden Valley, Montana",46.3709324,-109.1743851
"Hill, Montana",48.7488096,-110.0350875
"Jefferson, Montana",46.1450553,-112.0752952
"Lake, Montana",47.671374,-114.1339242
"Lewis and Clark, Montana",47.2963974,-112.4029787
"Liberty, Montana",48.4917189,-110.9704148
"Lincoln, Montana",46.9549402,-112.6817071
"Madison, Montana",45.466729,-111.8865015
"Meagher, Montana",46.620195,-110.8848271
"Missoula, Montana",46.8721284,-113.9940314
"Musselshell, Montana",46.5185867,-108.0912238
"Park, Montana",33.618157,-112.4421847
"Pondera, Montana",48.2321517,-112.2886317
"Ravalli, Montana",46.0174639,-114.1817423
"Richland, Montana",48.8201876,-106.0533679
"Roosevelt, Montana",48.2850231,-105.1099231
"Rosebud, Montana",46.27444240000001,-106.444746
"Silver Bow, Montana",45.8804293,-112.5843056
"Stillwater, Montana",45.7001096,-109.3922403
"Toole, Montana",48.6974247,-111.6408212
"Wheatland, Montana",46.4922893,-109.8418592
"Yellowstone, Montana",44.6621493,-111.1041092
"Adams, Nebraska",40.46111080000001,-96.5094615
"Antelope, Nebraska",42.1902446,-98.04651849999999
"Banner, Nebraska",41.500766,-103.6362715
"Boone, Nebraska",41.7172326,-98.04651849999999
"Box Butte, Nebraska",42.19114709999999,-103.0817903
"Boyd, Nebraska",42.88237160000001,-98.70407499999999
"Buffalo, Nebraska",40.98917429999999,-99.83539379999999
"Burt, Nebraska",41.8252059,-96.3226072
"Butler, Nebraska",41.1375727,-97.179026
"Cass, Nebraska",40.8755529,-96.15269850000001
"Cedar, Nebraska",42.56103239999999,-97.179026
"Chase, Nebraska",40.8145053,-96.7007828
"Cherry, Nebraska",42.474114,-101.1617356
"Cheyenne, Nebraska",41.2509264,-103.0817903
"Clay, Nebraska",40.5975479,-98.04651849999999
"Colfax, Nebraska",41.6268435,-97.0068393
"Cuming, Nebraska",41.95401529999999,-96.83509989999999
"Custer, Nebraska",41.3491322,-99.72326729999999
"Dakota, Nebraska",42.4040965,-96.5356449
"Dawes, Nebraska",42.6551733,-103.0817903
"Dawson, Nebraska",40.1311123,-95.8305486
"Dixon, Nebraska",42.4160469,-96.9954535
"Dodge, Nebraska",41.6472611,-96.663812
"Douglas, Nebraska",40.5939437,-96.3877734
"Fillmore, Nebraska",40.47101190000001,-97.5247243
"Franklin, Nebraska",40.0961242,-98.9525807
"Frontier, Nebraska",40.5744778,-100.3497895
"Furnas, Nebraska",40.12139699999999,-99.99122539999999
"Gage, Nebraska",40.1989041,-96.663812
"Garden, Nebraska",41.2343318,-95.9164971
"Garfield, Nebraska",41.9678957,-98.92453429999999
"Gosper, Nebraska",40.4604851,-99.8124935
"Greeley, Nebraska",41.5487118,-98.5308417
"Hall, Nebraska",40.8229447,-96.6973093
"Hamilton, Nebraska",40.919722,-98.04651849999999
"Hitchcock, Nebraska",40.1844599,-101.0711758
"Holt, Nebraska",42.3803308,-98.6600586
"Howard, Nebraska",41.20204349999999,-98.5721016
"Jefferson, Nebraska",40.16807319999999,-97.179026
"Johnson, Nebraska",40.4108337,-95.9980593
"Kearney, Nebraska",40.7011879,-99.1014292
"Keith, Nebraska",41.1815863,-101.5248055
"Kimball, Nebraska",41.23565869999999,-103.6629832
"Knox, Nebraska",42.6712397,-97.87216
"Lancaster, Nebraska",40.8471492,-96.663812
"Lincoln, Nebraska",40.8201966,-96.70047629999999
"Madison, Nebraska",41.8279842,-97.4549636
"Merrick, Nebraska",41.2031926,-98.0028892
"Morrill, Nebraska",41.9632981,-103.9263362
"Nance, Nebraska",41.3995947,-98.04651849999999
"Nemaha, Nebraska",40.3383347,-95.6730453
"Nuckolls, Nebraska",40.110932,-98.04651849999999
"Otoe, Nebraska",40.7236135,-96.1169524
"Phelps, Nebraska",40.4903536,-99.456155
"Pierce, Nebraska",42.19917,-97.52672470000002
"Platte, Nebraska",40.9812543,-98.1515804
"Polk, Nebraska",41.0756468,-97.7838057
"Red Willow, Nebraska",40.2252827,-100.4973707
"Richardson, Nebraska",40.0898025,-95.6457951
"Saline, Nebraska",40.4930367,-97.179026
"Sarpy, Nebraska",41.0744042,-96.19513200000002
"Saunders, Nebraska",41.168563,-96.663812
"Scotts Bluff, Nebraska",41.8140936,-103.6362715
"Seward, Nebraska",40.9078784,-97.0984927
"Sherman, Nebraska",41.1751661,-98.92453429999999
"Stanton, Nebraska",41.950284,-97.2239336
"Thayer, Nebraska",40.9686242,-97.4972726
"Thomas, Nebraska",41.9882143,-100.5296115
"Thurston, Nebraska",42.17722,-96.7008704
"Unknown, Nebraska",41.4925374,-99.9018131
"Valley, Nebraska",41.3110284,-96.3465622
"Washington, Nebraska",41.3974968,-96.2080754
"Wayne, Nebraska",42.2305588,-97.0178236
"Webster, Nebraska",40.2357266,-98.5721016
"York, Nebraska",40.8673915,-97.5920867
"Carson City, Nevada",39.1637984,-119.7674034
"Churchill, Nevada",39.6626678,-118.4863963
"Clark, Nevada",36.0795613,-115.094045
"Douglas, Nevada",38.9265035,-119.6499162
"Elko, Nevada",40.8324211,-115.7631232
"Humboldt, Nevada",41.5931459,-118.5500954
"Lander, Nevada",40.0510104,-116.9852422
"Lincoln, Nevada",37.660825,-114.524264
"Lyon, Nevada",38.9524739,-119.1390642
"Mineral, Nevada",33.783535,-117.836471
"Nye, Nevada",38.58071109999999,-116.0413889
"Pershing, Nevada",40.5685952,-118.4863963
"Storey, Nevada",39.4089847,-119.5571677
